,slug,name,last_name,profile_picture,company_picture,company_name,company_role,bio,verticals,vertical
158,rafael-rodrigues,Rafael,Rodrigues,UmFmYWVsIFJvZHJpZ3VlcyA4MSAxMTg1IGFkbQ==.jpeg,UmFmYWVsIFJvZHJpZ3VlcyA4MSA3NjU1N19hZG0=.jpeg,PicPay,Head of Product Design,"Head of Product Design, com experiência em empresas como PicPay, Stone e BizCapital. Rafael cursou graduação em Design Digital no Instituto Infnet
e é UX Certificate - UX Management Specialty pelo
Nielsen Norman Group.",['UX'],design
159,vagner-vasconcelos,Vagner,Sanches,VmFnbmVyIFZhc2NvbmNlbG9zIDI4NzMyIDEyNjcw.jpeg,VmFnbmVyIFZhc2NvbmNlbG9zIDI4NzMyIDgxMDAgY29tcA==.png,Metrô-SP,Analista de Desenvolvimento,"Analista de Desenvolvimento com experiência de mais de 20 anos no Metrô de São Paulo e consolidada bagagem atuando com educação, Vagner é Mestre em Administração, Eng.º de Controle e Automação (USP), Analista de Dados e de Machine Learning.",['DS'],ciência de dados
160,aguino-oliveira,Águino,Oliveira,w4FndWlubyBPbGl2ZWlyYSA0NzcgNTI5MjEgYWRt.jpeg,w4FndWlubyBPbGl2ZWlyYSA0NzcgMjQ4NzBfYWRt.jpeg,Localiza,UX Writer Sr,"UX Writer Sr, com experiência em empresas como Localiza, Porto Seguro e Itaú Seguros, Águino tem MBA em Gestão de Negócios pela Universidade Anhembi Morumbi.",['UX'],design
161,camila-waltrick,Camila,Waltrick,Q2FtaWxhIFdhbHRyaWNrIDM5NjcyIDkyNQ==.jpeg,Q2FtaWxhIFdhbHRyaWNrIDM5NjcyIDkzNzcyIGNvbXA=.jpeg,"Grupo SBF (Centauro, Nike Brazil e NWB)",Senior Data Scientist,"Senior Data Scientist, com experiência em empresas como Grupo SBF, DBC Company/Lojas Renner e Grupo Boticário. Camila é graduada em Engenharia de Produção e pós graduada em Ciência de Dados & Big Data pela PUC Minas.",['DS'],ciência de dados
162,matheus-hanssen,Matheus,Hanssen,TWF0aGV1cyBIYW5zc2VuIDI1NTgwIDgxNjQx.jpeg,TWF0aGV1cyBIYW5zc2VuIDI1NTgwIDY4ODg0IGNvbXA=.jpeg,RD Station,Cientista de Dados Sênior,"Cientista de Dados Sênior, com experiência em empresas como Itaú Unibanco e RD Station, Matheus é formado em Ciências Contábeis pela USP, possui pós-graduação em Análise de Dados pela FIA, pós-graduação em Desenvolvimento de Aplicativos pela George Brown (Canadá) e cursando MBA em Inteligência Artificial e Big Data pela USP.",['DS'],ciência de dados
163,rafael-rodrigues-da-silva,Rafael,Rodrigues,UmFmYWVsIFJvZHJpZ3VlcyA4NDU3IDgzMTgz.jpeg,UmFmYWVsIFJvZHJpZ3VlcyA3MDkgNjU5NzJfYWRt.jpeg,Nubank,Talent Acquisition Specialist,"Talent Acquisition Specialist com experiência em empresas como Nubank, Passei Direto e Arquivei,  Rafael tem mais de 10 anos na área de Talent Acquisition, ocupando papeis de Recruiter, Coordenador, Gerente e Especialista e é formado pela UERJ com MBA em Gestão Estratégica de Pessoas.

",['CONSULTANT'],carreira
164,vinnys-lins,Vinnys,Lins,VmlubnlzIExpbnMgNDEyOTAgODQwNTU=.jpeg,VmlubnlzIExpbnMgNDEyOTAgNjUwNCBjb21w.jpeg,Mercado Livre,Software Engineer,Engenheiro de software backend no Mercado Livre com formação em sistemas de informação na PUC-Campinas.,['WD'],programação
165,cassio-murilo,Cássio,Murilo,Q8Ohc3NpbyBNdXJpbG8gZG9zIFNhbnRvcyBPbGl2ZWlyYSAzMjEgODIzNTU=.jpeg,Q8Ohc3NpbyBNdXJpbG8gZG9zIFNhbnRvcyBPbGl2ZWlyYSAzMjEgNDM4MiBjb21w.jpeg,BoletoFlex,Data Scientist,"Data Scientist na BoletoFlex, graduado em Administração, mais de 10 anos de experiência em dados.
Experiências anteriores: Mercado Livre, Dock, Lojas Caedu, Lojas Marisa e IBGE.",['DS'],ciência de dados
166,fatima-frazao,Fátima,Frazão,RsOhdGltYSBGcmF6w6NvIDI4ODE2IDM3OTk4.jpeg,RsOhdGltYSBGYXPDo28gMjg4MTYgMzk4MzUgY29tcA==.jpeg,Zup,Service Designer & Transformation Lead,"Service Designer, UX Designer, Transformation Lead na Zup Innovation. Criativa, comunicativa, exploradora de comportamentos de pessoas e times de produto. Apaixonada por internet, futurismo, design, fotografia, memes e gifs, não necessariamente nessa ordem. Mentoro pessoas que estão migrando e iniciando na área. Além de mentorar carreira em UX.",['UX'],design
167,heber-alvares,Heber,Alvares,SGViZXIgQWx2YXJlcyAxNDk4MSA1MzQxNA==.jpeg,SGViZXIgQWx2YXJlcyAxNDk4MSAyMjYxMSBjb21w.png,Mistério,Diretor de pesquisa,"Formado em Design Gráfico pela Belas Artes -São Paulo e MBA em Economia Comportamental-ESPM. Passou por empresas como: Editora Abril, Acesso, CI&T (Cielo, Vivo, Centauro), Vagas.com e BriviaDez (Banco do Brasil). Atualmente, trabalho como consultor de UX/Ciências Comportamentais.","['UX', 'PM']",design
168,danilo-almeida,Danilo,Almeida,RGFuaWxvIEFsbWVpZGEgMTU0OTggMTU0NQ==.jpeg,RGFuaWxvIEFsbWVpZGEgMTU0OTggOTczNTMgY29tcA==.jpeg,Mercado Livre,UX Design Leader,"Lead Designer com experiência em empresas como Mercado Livre, Mercado Bitcoin e Accenture, Danilo é formado em Comunicação Social e pós-graduado em Design Estratégico e Inovação.",['UX'],design
169,nerival-ferraz,Nerival,Ferraz,TmVyaXZhbCBGZXJyYXogODk5MSA2ODk3NQ==.png,TmVyaXZhbCBGZXJyYXogODk5MSA3MDc4MiBjb21w.png,Nubank,Design Researcher,"Senior UX Research, com experiência em empresas como Nubank, 99 e Design Culture, Nerival é formado em Digital Design pela SAGA e tem especialização em Digital Creative Direction pela  EBAC - Escola Britânica de Artes Criativas e Tecnologia 
",['UX'],design
170,vinicius-franulovic,Vinicius,Franulovic,VmluaWNpdXMgRnJhbnVsb3ZpYyAxMTczMiA2OTUzMQ==.jpeg,VmluaWNpdXMgRnJhbnVsb3ZpYyAyMDYgNDI2MjJfYWRt.jpeg,Locaweb,Product Designer,"Trabalho na área de design digital desde 2013. Sou formado em design pela FAU USP e pós graduado em Neurociências e psicologia aplicada pelo Mackenzie. Atualmente trabalho como product design na Locaweb, mas já trabalhei no Hospital Albert Einstein, na MJV, Mantris, Dasa, entre outros. Além disso, sou consultor de inovação e design e auxiliei algumas empresas como Habbib's, Routt seguros, Banco Máxima, FoxBit, VFR.  ","['UX', 'PM']",design
171,roberto-hayasida,Roberto,Hayasida,Um9iZXJ0byBIYXlhc2lkYSA2NTA1IDE5MTY5.png,Um9iZXJ0byBIYXlhc2lkYSAxNDMgOTUyODVfYWRt.jpeg,Loadsmart,Engineering Manager,"Hoje atuo como Engineering Manager, mas já atuei como desenvolvedor e tech lead. Anteriormente, trabalhei com .NET, Java, Javascript/React",['WD'],programação
172,priscila-corsi,Priscila,Corsi,UHJpc2NpbGEgQ29yc2kgMTEyODAgNzA5OTc=.jpeg,,Orpea,Business Partner HR,Business Partner de RH com foco em desenvolvimento de pessoas e organizacional. Formada em Administração de Empresas (UNIB) Gestão de Projetos (FDC) Gestão de RH (FAAP) Experiência no segmento da Construção e Saúde. ,['CONSULTANT'],carreira
173,cleyton-messias,Cleyton,Messias,Q2xleXRvbiBNZXNzaWFzIDQ2NDQgNjM5MTE=.jpeg,Q2xleXRvbiBNZXNzaWFzIDQ2NDQgOTk2MTIgY29tcA==.png,ReclameAQUI,Product Manager,"Product Manager no ReclameAQUI, ex-CoFundador da Trustvox (empresa com exit) , formado em Sistemas de Informação pela Unesp.",['PM'],gestão de produtos
174,melina-passi,Mellina,Passi,TWVsaW5hIFBhc3NpIDExNzQ4IDUwNDUy.jpeg,TWVsaW5hIFBhc3NpIDExNzQ4IDM4MzE3IGNvbXA=.jpeg,R/GA,Sr Experience Designer,"Senior Experience Designer, com experiência em empresas como Samsung, Infosys Consulting, Elo7. Mellina é formada em Comunicação Social, especialista em Design de Interfaces e Pesquisas com Usuários pela PUC.
Há 10 anos trabalha com foco em criar produtos centrados no usuário considerando aspectos do negócio, tecnologia e tendências do mercado.
","['UX', 'PM']",design
175,brayan-ksenhuck,Brayan,Ksenhuck,QnJheWFuIEtzZW5odWNrIDIwOCAxODM3NiBhZG0=.jpeg,QnJheWFuIEtzZW5odWNrIDExNzQxIDU1NjA3IGNvbXA=.jpeg,Mercado Livre,Cientista de dados Senior,"Cientista de dados Senior, com experiência em empresas como Mercado Livre, Ambev e IBM-Canada, Brayan é formada em Engenharia pelo Instituto Federal de São Paulo, possui Especialização em Big Data e Analytics pela POLI-USP, realizando Mestrado pela UNICAMP e também especialização em Ciências de Dados pela UFRJ.",['DS'],ciência de dados
176,jefferson-kobs,Jefferson,Kobs,SmVmZmVyc29uIEtvYnMgMTE5NzMgMzQ4MjA=.png,SmVmZmVyc29uIEtvYnMgMTE5NzMgNjg4MjYgY29tcA==.png,Loggi,Especialista em Produtos,Apaixonado por software e gestão de produtos digitais.,['PM'],gestão de produtos
177,pablo-ferreira,Pablo,Vinicius,UGFibG8gVmluw61jaXVzIEZlcnJlaXJhIDMxMSAzMTE1MQ==.png,UGFibG8gVmluaWNpdXMgMzExIDIyODI2IGNvbXA=.jpeg,Itaú Unibanco,Senior UX Strategist,,"['UX', 'PM']",design
178,catalina-paredes,Catalina,Paredes,Q2F0YWxpbmEgUGFyZWRlcyAzMDEyOSA0NTIyNg==.png,Q2F0YWxpbmEgUGFyZWRlcyAzMDEyOSA4NTE4MyBjb21w.png,iFood,Group Product Manager,"Olá, eu sou a Cata! 28 anos, Colombiana, produteira apaixonada por resolver problemas com tecnologia e criar produtos que as pessoas amam! 

Sou Group Product Manager no iFood, responsável pela estratégia de growth, aquisição e retenção de restaurantes dentro do iFood, cuidando principalmente da experiência proporcionada para os novos restaurantes, visando maximizar sua performance no primeiro mês. 

Ex-Itaú, participei do iti (carteira digital) ao longo de 3 anos, contribuindo desde a estratégia de go to market até a consolidação do app no mercado, passando por 3 squads diferentes.

Sou completamente apaixonada por produto, apaixonada pelo que faço e será uma honra poder contribuir em tudo o que eu puder para ajudá-los nessa jornada que tenho certeza que será fantástica!

Contem comigo e vamos juntos ;)
",['PM'],gestão de produtos
179,danilo-roselli,Danilo,Roselli,RGFuaWxvIFJvc2VsbGkgMjk2IDQxNTQ3.png,RGFuaWxvIFJvc2VsbGkgMjk2IDc5NzQ1IGNvbXA=.png,Mercado Livre,Product Manager ,"8 anos em produtos digitais, empreendendo e atuando em produto em empresas como Unico, Revelo, Guiabolso e atualmente no Mercado Livre.",['PM'],gestão de produtos
180,jessica-de-souza,Jéssica,de Souza,SsOpc3NpY2EgZGUgU291emEgNDE1NjcgNTc5NDM=.jpeg,SsOpc3NpY2EgZGUgU291emEgNDE1NjcgOTEwMjkgY29tcA==.jpeg,Quinto andar,Senior Data Scientist,"Olá, Sou a Jéssica, Cientista de dados Senior no Quinto andar. Já passei por algumas empresas como Stone Pagamentos, a consultoria Mckinsey, Radix engenharia e Choice techonologys. Minha formação é em Eng. Eletrônica, comecei minha carreira em engenharia, mas em certo resolvi fazer a migração para dados. Já atuei em projetos de Fraudes, marketing, Vendas, Mercado financeiro, manutenção de plataforma de petróleo... enfim, uso ciência de dados como um meio para resolver qualquer problema  ",['DS'],ciência de dados
181,felipe-morita,Felipe,Morita,RmVsaXBlIE1vcml0YSAzNjgwIDU2MDA5.jpeg,RmVsaXBlIE1vcml0YSAxMTcgNjUyNjJfYWRt.jpeg,Rocket Sciente,CTO,"Empreendedor, formado em Marketing e especialista em Data Science. Experiência em +40 projetos. Gosto de combinar visão de mercado com Data Science. Se quiser Data Science na prática e sem complicação, me manda um oi!",['DS'],ciência de dados
182,marcus-santos,Marcus,Santos,TWFyY3VzIFNhbnRvcyAyOTUwNiA3MDc0MA==.png,TWFyY3VzIFNhbnRvcyAyOTUwNiA0MDk5IGNvbXA=.jpeg,MS Software,Software Engineer,"Engenheiro de Software com mais de 9 anos de experiência no desenvolvimento de aplicações web, principalmente com as linguagens Java, Javascript e Python para a construção de API e React e AngularJS para a construção de interfaces frontend. Mestre em modelagem computacional e 5 anos de experiência como professor Universitário. Sou um entusiasta DevOps e já atuei com as clouds AWS e GCP, além das ferramentas de instraestrutura: Docker, Kubernetes, Helm, Jenkins e Terraform.",['WD'],programação
183,pedro-tangari,Pedro,Tângari,UGVkcm8gVMOibmdhcmkgOTEgMjEzMTcgYWRt.jpeg,UGVkcm8gVMOibmdhcmkgOTEgMjMwMzBfYWRt.jpeg,,,,['PM'],gestão de produtos
184,nadja-pereira,Nadja,Pereira,TmFkamEgUGVyZWlyYSAyNDEgNDE5MjEgYWRt.jpeg,TmFkamEgUGVyZWlyYSAxMzMxNCA0MzQ4NiBjb21w.png,Estadão,BI em Jornalismo,"Jornalista que trabalha com dados. Disponível para o módulo de Digital Analytics especialmente nos módulos de Estatística, Ferramentas de BI e análises, Visualização de dados e Comunicando dados. 
",['DS'],ciência de dados
185,hiago-lobato,Hiago,Lobato,SGlhZ28gTG9iYXRvIDExMjY5IDY0Mjk3.jpeg,SGlhZ28gTG9iYXRvIDExMjY5IDY2NjQ5IGNvbXA=.png,Nubank,PM Manager,"Atualmente PM de Investimentos do Nubank. Antes disso, passei por diversos setores dentro e fora da área de Product Management. Como operações, varejo, e-commerce, health tech e fintech.",['PM'],gestão de produtos
186,bianca-letti,Bianca,Letti,QmlhbmNhIExldHRpIDI0OSAyOTQxNSBhZG0=.jpeg,QmlhbmNhIExldHRpIDI0OSA0MjQ3N19hZG0=.jpeg,Amazon,Product Manager,"Olá!
Trabalho como Product Manager Technical na Amazon. Trabalhei por 4 anos e meio na Natura liderando produtos web e mobile e antes disso abri minha própria startup. Minha formação é em computação.

Conte comigo na sua jornada aqui na Awari. ",['PM'],gestão de produtos
187,william-andrade-de-almeida,William,Andrade,V2lsbGlhbSBBbmRyYWRlIGRlIEFsbWVpZGEgMzA0IDc2Mjg0.jpeg,V2lsbGlhbSBBbmRyYWRlIGRlIEFsbWVpZGEgMzA0IDgxMDMxIGNvbXA=.jpeg,CCEE - Câmara de Comercialização de Energia Elétrica,Arquiteto UX Sênior,"Arquiteto UX Sênior com foco em inteligência artificial e inovação, atuando em grandes empresas como Bradesco Seguros desenvolvendo soluções para a BIA (inteligência artificial do Bradesco), Santander, Banco Original, Grupo Pão de Açúcar e CNN. Formado em design gráfico com cursos e certificações em Design Thinking, Metodologias Ágeis, UX, UI, UX Research, Arquitetura da Informação, Acessibilidade, Análise de Dados e Product Manager.",['UX'],design
188,thiago-bello,Thiago,Bello,VGhpYWdvIEJlbGxvIDMwNzcyIDcyMDM4.jpeg,VGhpYWdvIEJlbGxvIDMwNzcyIDc3MjggY29tcA==.jpeg,Will Bank,"Head de Produtos & General Manager | Conta Digital, Investimentos e Seguros","Executivo com 12+ anos de experiência em business e 7+ anos de experiência em produtos digitais e fintechs. Sólido track record desenvolvendo produtos fim a fim, da visão estratégica à execução, sempre aliando inputs de clientes e necessidades de negócios. Experiência em gestão de times multifuncionais e construção de roadmaps para criar produtos de impacto. Hoje sou líder de produto da tribo de Conta Digital do Will Bank, responsável por ~70 headcounts.",['PM'],gestão de produtos
189,felipe-zunino,Felipe,Zunino,RmVsaXBlIFp1bmlubyAxMTk3NSA2OTcwOA==.jpeg,RmVsaXBlIFp1bmlubyAxMTk3NSAzNjI0NiBjb21w.png,Bees Bank,Product Design Manager,"Paulistano com passado caiçara, sou um Líder de UX Design apaixonado por levar usuários às suas melhores experiências. Adoro compartilhar e aprender sobre a área de produtos digitais. Vamos juntes nessa jornada?!",['UX'],design
190,renata-feitosa,Renata,Feitosa,UmVuYXRhIEZlaXRvc2EgMzEwMTcgNjEzMzg=.jpeg,UmVuYXRhIEZlaXRvc2EgMzEwMTcgNzgyODcgY29tcA==.jpeg,Doghero,Product design Senior,"6 anos na área de UX, gerenciamento de prioridade das funcionalidades e as demandas com todas as áreas. Acompanhamento de métricas; Mentoria aos profissionais da área, Experiência nas áreas de: E-Commerce e Serviço Financeiro, realização de workshops, experiência com pesquisas com usuários para identificação de intenções ou projetos para definição de hipóteses centradas no usuário.

Conhecimento sobre práticas em pesquisa com usuários e métricas de qualidade de UX, quantitativas e qualitativas, nas etapas de planejamento, recrutamento, moderação, análise e de produção de relatórios.",['UX'],design
191,lucas-marchon,Lucas,Marchon,THVjYXMgTWFyY2hvbiAxMDEwMiA4NjYy.jpeg,THVjYXMgTWFyY2hvbiAxMDEwMiA0NTk2MiBjb21w.jpeg,Unico,Data Analyst,"Data Analyst com experiência em empresas como Unico ID Tech, Telecine, Stefanini, Portugal Telecom, Capgemini e NTT Data. Formado em Sistemas de Informação com especializações em Análise e Projeto de Sistemas (PUC-RJ) e Ciência de Dados e BigData (PUC-MG).

Curto bastante séries, filmes, games, viajar em família, conhecer gente nova, teatro, cinema, música (muita música). Mas minhas mairores paixões são o esporte (especificamente o futebol) e as pizzas. Amo fazer pizzas na lenha.
Conte comigo para te ajudar nessa jornada para conhecer o universo relacionado à Dados (que também é uma outra paixão minha).",['DS'],ciência de dados
192,bianca-pinheiro,Bianca,Pinheiro,QmlhbmNhIFBpbmhlaXJvIDg3MjkgNzQ1NDA=.jpeg,QmlhbmNhIFBpbmhlaXJvIDg3MjkgMTc4MzAgY29tcA==.jpeg,Jussi,Product Manager,"Mais de cinco anos de experiência como product designer. Sou especialista em UX e UI Design e hoje atuo com desenvolvimento de produtos digitais, Design System e sento também na cadeira de Product Manager, assumindo o roadmap, gestão do time e qualidade do produto do discovery ao delivery.
","['UX', 'PM']",design
193,pedro-matias,Pedro,Matias,UGVkcm8gTWF0aWFzIDI4NTE0IDQ2NTAz.jpeg,UGVkcm8gTWF0aWFzIDI4NTE0IDk3MjEyIGNvbXA=.jpeg,IBM,Software Enginner,,['WD'],programação
194,marjorie-miranda,Marjorie,Miranda,TWFyam9yaWUgTWlyYW5kYSAyNjQ2OSA4MTgyMA==.jpeg,TWFyam9yaWUgTWlyYW5kYSAyNjQ2OSA3MjkzNyBjb21w.png,BoletoFlex,People & Culture,Experiências em várias empresas de startups à grandes empresas nacionais. Foco no mercado de TI e Carreira. Bóra conversar? ,['CONSULTANT'],carreira
195,joao-seraphim,João,Seraphim,Sm/Do28gU2VyYXBoaW0gMzkxOCA3MDE4Mw==.png,Sm/Do28gU2VyYXBoaW0gMTI0IDYxMzI2X2FkbQ==.jpeg,VTEX,Staff Product Manager,"Staff Product Manager, com experiência em empresas como VTEX, Creditas, Cobli, Magalu, GetNinjas e Walmart.com, Formado em Sistemas de Informação pela USP.",['PM'],gestão de produtos
196,vanessa-pedra,Vanessa,Pedra,VmFuZXNzYSBQZWRyYSAxNDk2MSA3NDgxNg==.jpeg,VmFuZXNzYSBQZWRyYSAxNDk2MSAyMzEyMSBjb21w.png,Itaú,Coordenadora Digital,,"['UX', 'PM']",design
197,keila-pasklan,Keila,Murbach Pasklan Reis,S2VpbGEgUGFza2xhbiAxNzg4MSA1NTY1MA==.jpeg,,Stefanini consultoria ,Especialista Gente e cultura ,"Atuação como parceiro de negócios - Business Partner - atendendo e orientando as lideranças na gestão de pessoas, considerando todos os subsistemas de Recursos Humanos para construção de planos de desenvolvimento alinhados às necessidades do negócio. ",['CONSULTANT'],carreira
198,thiago-roberto,Thiago,Roberto,VGhpYWdvIFJvYmVydG8gS29sb2RnZSAxMjA5NyAxNDYxMw==.jpeg,VGhpYWdvIFJvYmVydG8gMTIwOTcgMTY5OTEgY29tcA==.png,Conta Azul,Design Manager,"Product designer manager, especialista em user experience e business intelligence.","['UX', 'PM']",design
199,ava-gardney,Ava,Gardney,QXZhIEdhcmRuZXkgIDM3MTggMjYxMTE=.jpeg,QXZhIEdhcmRuZXkgIDM3MTggNDcyODggY29tcA==.jpeg,Comurg ,Mentora de Carreira ,"Analista de RH Sr. e Consultora de Carreira, com experiência em empresas como COMURG e TOTVS, Ava é graduada em Administração de Empresas e possui MBA em desenvolvimento humano e Psicologia Positiva.",['CONSULTANT'],carreira
200,phelipe-beserra,Phelipe,Santos,cGhlbGlwZSBTYW50b3MgMTI1MTUgNTczMjE=.png,UGhlbGlwZSBCZXNlcnJhIDIzMyA5MDA2Nl9hZG0=.jpeg,Firstbase.io,Product Design Lead,,['UX'],design
201,patricia-torato,Patricia,Torato,UGF0csOtY2lhIFRvcmF0byAzMzEgNzI3Mzk=.jpeg,UGF0cmljaWEgVG9yYXRvIDMzMSAyNjk5OCBjb21w.png,Sólides,Group Product Manager,"16 anos de experiência em negócios, inovação e startups, sendo 6 anos na área de produtos digitais.",['PM'],gestão de produtos
202,andrea-bacci,Andrea,Bacci,QW5kcmVhIEJhY2NpIDMwODgyIDk3NDQx.jpeg,QW5kcmVhIEJhY2NpIDMwODgyIDg3NDU2IGNvbXA=.jpeg,Andrea Bacci Consultoria e Desenvolvimento Humano,Talent Acquisition Manager,"17 anos de experiência em Recrutamento Especializado, com experiência em contratação de posições de tecnologia para startups nacionais e internacionais. É Psicóloga com Especialização em Consultoria de Carreira pela FIA. Passou por empresas como B3, Porto Seguro e Consultorias de Recrutamento. 
",['CONSULTANT'],carreira
203,wesley-azevedo,Wesley,Azevedo,V2VzbGV5IEF6ZXZlZG8gNDAzNDggODIxNDQ=.png,V2VzbGV5IEF6ZXZlZG8gNDAzNDggNDUxMDQgY29tcA==.png,Beta Learning,Senior Software Engineer,"Senior Software Engineer, com experiência em empresas como Embraer e Accenture, sou formado em Engenharia de Computação pelo IFPB e possuo muita experiência em Desenvolvimento Web, trabalhando muitos anos com foco em desenvolvimento FrontEnd, além de atuar como Arquiteto de Software / Tech Leader",['WD'],programação
204,livia-lobo,Lívia,Lôbo,TMOtdmlhIEzDtGJvIDI2Mjg4IDgzOTc3.png,TMOtdmlhIEzDtGJvIDI2Mjg4IDM4NDM5IGNvbXA=.jpeg,Via People,Mentora de Carreira,"Sou formada em Administração e Psicologia, realizo treinamentos comportamentais e estou disponível para te ajudar na sua jornada profissional com toda a minha experiência de mais de 14 anos de mercado.",['CONSULTANT'],carreira
205,vinicius-tifoski,Vinícius,Tifoski,Vmluw61jaXVzIFRpZm9za2kgMzUzIDY5MTA2.jpeg,Vmluw61jaXVzIFRpZm9za2kgMzUzIDIxMTA1IGNvbXA=.jpeg,Pivotree,Head of Design,"Olá! Sou o Vinícius e atuo como designer há mais de 10 anos. Já tive a oportunidade de trabalhar em diversas áreas, desde as mais criativas às mais técnicas, entre agências de publicidade e o setor industrial. Ajudei grandes marcas como QuintoAndar, Carrefour, Whirlpool, Track&Field, Electrolux e McDonalds a criarem experiências incríveis para seus usuários e atualmente sou Head de Design de Experiência na Pivotree.",['UX'],design
206,eluza-pinheiro,Eluza,Pinheiro,RWx1emEgUGluaGVpcm8gMTE5NzYgMzE4.jpeg,RWx1emEgUGluaGVpcm8gMTE5NzYgMjgwMzQgY29tcA==.png,Sicredi,Product Specialist,"Designer e produteira nas horas grandes. Também louca dos gatos e fã de chá. Por último e não menos importante, vã filósofa e nefelibata. ","['UX', 'PM']",design
207,carolina-geanni,Carolina,Geanni,Q2Fyb2xpbmEgR2Vhbm5pIDExNjU0IDEzMzU4.png,Q2Fyb2xpbmEgR2Vhbm5pIDIwMyA3MDIwMF9hZG0=.jpeg,PicPay,Group Product Manager,"Atuo com Produtos Digitais desde 2013. Sou especializada em produtos mobile, mas também já atuei em plataformas e portais web. Tenho grande experiência em Fintechs e atualmente sou GPM no PicPay.",['PM'],gestão de produtos
208,daniela-vaz,Daniela,Vaz,RGFuaWVsYSBWYXogMjg0ODUgNDQ4ODk=.jpeg,RGFuaWVsYSBWYXogNzAyIDgxODJfYWRt.jpeg,Page Group,Sr. Talent Development Specialist,"Psicóloga e Advogada com mais de 10 anos de experiência na área de Recursos Humanos, com grande foco em programas de Treinamento e Desenvolvimento de profissionais em grandes multinacionais. Busco sempre novos conhecimentos e experiências e estou aqui disponível para ajudá-los nessa jornada de carreira. Contem comigo! ",['CONSULTANT'],carreira
209,douglas-mendes,Douglas,Mendes,RG91Z2xhcyBNZW5kZXMgMzcxNiAxMDc3Mg==.jpeg,RG91Z2xhcyBNZW5kZXMgMzcxNiA1NDE0OCBjb21w.jpeg,Open Co,"Especialista de Recrutamento, Diversidade e Marca Empregadora","Especialista de Recrutamento, Diversidade e Marca Empregadora e Senior Tech Recruiter com experiências em empresas como Open Co, Cargo  e TIVIT, Douglas é formado em Psicologia e possui MBA em Gestão  Estratégica de Pessoas pela UFRJ.",['CONSULTANT'],carreira
210,bianca-sousa,Bianca,Sousa,QmlhbmNhIFNvdXNhIDEzNzQzIDI4Nzc2.png,QmlhbmNhIFNvdXNhIDEzNzQzIDgzMDQ2IGNvbXA=.png,Lótus Desenvolvimento,Consultora de Carreira & RH,"MBA em Psicologia Positiva e Coaching, + 15 anos de experiência no RH + 4000 horas em atendimento para recolocação, carreira e liderança para colaboradores de empresas como: Natura, Vivo, ADP, Bradesco, Itaú, Omnia e outras.

Apaixonada por café e por facilitar ativação do potencial das pessoas. 

",['CONSULTANT'],carreira
211,lucas-cavalcante,Lucas,Cavalcante,THVjYXMgQ2F2YWxjYW50ZSA3OTg0IDY1NTM1.jpeg,,,,,['WD'],programação
212,alinne-ovelar,Alinne,Ovelar,QWxpbm5lIE92ZWxhciAzMDg4MSA3MTUzOA==.jpeg,QWxpbm5lIE92ZWxhciAzMDg4MSA1Nzg3MSBjb21w.png,Ibmec ,Consultora de Carreiras,"Consultora de Carreiras e Orientação Vocacional com experiência em empresas como IBMEC e CIEE, Alinne é formada em Pedagogia e História, além de possuir especialização em gestão e orientação educacional e certificação em coaching, mentoring e adviser. ",['CONSULTANT'],carreira
213,larissa-della-libera,Larissa,Della Libera,TGFyaXNzYSBEZWxsYSBMaWJlcmEgOTc3IDMxNjY4.jpeg,,Awari,Mentora de Carreira,"Transição de carreira com leveza. Sou entusiasta do desenvolvimento humano. Por isso, proponho-me a ajudar as pessoas a encontrarem seus próprios caminhos, em meio a uma jornada honesta e segura com as escolhas que fizerem. 

Em meu trabalho autônomo de mentoria, incentivo a busca pelo autoconhecimento e o reencontro ou reafirmação do sentido profissional. Facilito a transição de carreira e viabilizo a empregabilidade, acelerando a recolocação no mercado de trabalho ou a mudança de área.

Tenho mais de 7 anos de experiência na área de RH, onde grande parte deste tempo atuei em Recrutamento e Seleção, tendo recrutado mais de 300 profissionais de TI para atuarem em grandes projetos nacionais e internacionais. Recentemente, fiz minha transição de carreira para Business Partner.

Sou graduada em Gestão de RH pela FATEC e pós-graduada em Economia Comportamental pela FIA.

Posso te ajudar com mentoria de LinkedIn, revisão de currículo, simulações de entrevistas e exercícios para autodesenvolvimento.
",['CONSULTANT'],carreira
214,bruno-arruda,Bruno,Arruda,QnJ1bm8gQXJydWRhIDk3OSA0NjM3Mg==.jpeg,QnJ1bm8gQXJydWRhIDEwNyA5NDEyOF9hZG0=.jpeg,unico,Product designer,"Apaixonado por design, usabilidade e acessibilidade, com 15 anos de experiência, meu objetivo é proporcionar as melhores experiências digitais centradas no usuário através de questionamento e empatia.

Quando não estou projetando, gosto de passar meu tempo na praia com a família e amigos surfando para refletir e trocar energia com a natureza. 😉",['UX'],design
